X,Y,Pressure,Time
99.1128125211735,59.8690372940156,0.01171911,0
99.1128125211735,59.8690372940156,0.0273751,15
99.1128125211735,59.8690372940156,0.04693747,15
99.1128125211735,59.8690372940156,0.05868709,15
99.1128125211735,59.8690372940156,0.06653035,30
99.1128125211735,59.8690372940156,0.06653035,30
99.1128125211735,59.8690372940156,0.0880459,30
99.1128125211735,59.8690372940156,0.09784234,30
99.1128125211735,59.8690372940156,0.0880459,31
99.1128125211735,59.8690372940156,0.09784234,31
99.1128125211735,59.8690372940156,0.1154515,45
99.1128125211735,59.8690372940156,0.1154515,45
99.1128125211735,59.8690372940156,0.1213111,45
99.1128125211735,59.8690372940156,0.1213111,46
99.1128125211735,59.8690372940156,0.1350139,61
99.1128125211735,59.8690372940156,0.1350139,61
99.1128125211735,59.8690372940156,0.1428571,61
99.1128125211735,59.8690372940156,0.1428571,62
99.1128125211735,59.8690372940156,0.1545763,92
99.1128125211735,59.8690372940156,0.1643727,93
99.1128125211735,59.8690372940156,0.1643727,93
99.1128125211735,59.8690372940156,0.1741386,93
99.1128125211735,58.8542931483087,0.1663259,108
99.1128125211735,58.8542931483087,0.1663259,108
99.1128125211735,58.8542931483087,0.1819819,108
99.1128125211735,58.8542931483087,0.1819819,109
99.1128125211735,58.8542931483087,0.1800287,123
99.1128125211735,58.8542931483087,0.1800287,123
99.1128125211735,58.8542931483087,0.1897946,123
99.1128125211735,58.8542931483087,0.1897946,124
99.1128125211735,58.8542931483087,0.1917783,139
99.1128125211735,58.8542931483087,0.1917783,139
99.1128125211735,58.8542931483087,0.1937315,139
99.1128125211735,58.8542931483087,0.2015442,139
99.1128125211735,58.8542931483087,0.1937315,140
99.1128125211735,58.8542931483087,0.2015442,140
99.1128125211735,58.8542931483087,0.2074343,155
99.1128125211735,58.8542931483087,0.2132939,170
99.1128125211735,58.8542931483087,0.2132939,170
99.1128125211735,58.8542931483087,0.2191534,186
99.1128125211735,58.8542931483087,0.2172002,201
99.1128125211735,58.8542931483087,0.2289499,201
99.1128125211735,58.8542931483087,0.2328562,217
99.1128125211735,58.8542931483087,0.2328562,217
99.1128125211735,58.8542931483087,0.2426527,217
99.1128125211735,58.8542931483087,0.2446059,217
99.1128125211735,58.8542931483087,0.2426527,218
99.1128125211735,58.8542931483087,0.2446059,218
99.1128125211735,58.8542931483087,0.246559,233
99.1128125211735,58.8542931483087,0.246559,233
99.1128125211735,58.8542931483087,0.2544023,233
99.1128125211735,58.8542931483087,0.2544023,234
99.1128125211735,58.8542931483087,0.2524186,248
99.1128125211735,58.8542931483087,0.2583087,249
99.1128125211735,58.8542931483087,0.2524186,264
99.1128125211735,58.8542931483087,0.2661214,265
99.1128125211735,58.8542931483087,0.2680746,280
99.1128125211735,58.8542931483087,0.2680746,280
99.1128125211735,58.8542931483087,0.2739647,280
99.1128125211735,58.8542931483087,0.2817774,280
99.1128125211735,58.8542931483087,0.2739647,281
99.1128125211735,58.8542931483087,0.2817774,281
99.1128125211735,58.8542931483087,0.2837306,295
99.1128125211735,58.8542931483087,0.2857143,295
99.1128125211735,58.8542931483087,0.2857143,295
99.1128125211735,58.8542931483087,0.2837306,296
99.1128125211735,59.8690372940156,0.2837306,311
99.1128125211735,59.8690372940156,0.2837306,311
99.1128125211735,59.8690372940156,0.2857143,311
99.1128125211735,59.8690372940156,0.2876675,311
99.1128125211735,59.8690372940156,0.2857143,326
99.1128125211735,59.8690372940156,0.2876675,326
99.1128125211735,59.8690372940156,0.2876675,342
99.1128125211735,59.8690372940156,0.293527,342
99.1128125211735,59.8690372940156,0.293527,342
99.1128125211735,59.8690372940156,0.2876675,343
99.1128125211735,60.8837814397224,0.3052767,358
99.1128125211735,60.8837814397224,0.3052767,358
99.1128125211735,61.8204683434518,0.2993866,358
99.1128125211735,61.8204683434518,0.2993866,359
99.1128125211735,62.8352124891587,0.3072298,373
99.1128125211735,62.8352124891587,0.3072298,373
99.1128125211735,63.8499566348655,0.3052767,373
99.1128125211735,63.8499566348655,0.3052767,374
99.1128125211735,65.8794449262792,0.3013398,389
99.1128125211735,65.8794449262792,0.3013398,389
99.1128125211735,66.8941890719861,0.3013398,389
99.1128125211735,66.8941890719861,0.3013398,390
99.1128125211735,67.8308759757155,0.3013398,406
99.1128125211735,69.8603642671292,0.309183,406
99.1128125211735,70.9531656548135,0.3013398,406
99.1128125211735,71.9679098005203,0.3150426,420
99.1128125211735,72.9826539462272,0.3130894,421
99.1128125211735,74.9340849956635,0.3267922,421
99.1128125211735,75.9488291413703,0.3228858,436
100.153533437225,77.978317432784,0.324839,451
100.153533437225,79.9297484822203,0.3228858,451
100.153533437225,80.9444926279271,0.3209327,451
100.153533437225,82.9739809193408,0.3267922,467
100.153533437225,82.9739809193408,0.3267922,467
100.153533437225,85.0034692107545,0.3209327,467
100.153533437225,85.0034692107545,0.3209327,468
100.153533437225,85.9401561144839,0.324839,483
100.153533437225,85.9401561144839,0.324839,483
100.153533437225,87.9696444058976,0.3209327,483
101.107527610272,89.9991326973113,0.3287454,483
100.153533437225,87.9696444058976,0.3209327,498
101.107527610272,89.9991326973113,0.3287454,498
