X,Y,Pressure,Time
264.98483230079,89.9646290475173,0.02930403,0
264.98483230079,89.9646290475173,0.06446887,15
264.98483230079,89.9646290475173,0.06471307,15
264.98483230079,89.9646290475173,0.06471307,31
264.98483230079,89.9646290475173,0.06471307,31
264.98483230079,89.9646290475173,0.06471307,31
264.98483230079,89.9646290475173,0.07130647,31
264.98483230079,89.9646290475173,0.06471307,32
264.98483230079,89.9646290475173,0.07130647,32
264.98483230079,89.9646290475173,0.08180708,46
264.98483230079,89.9646290475173,0.08180708,46
264.98483230079,90.2722556230354,0.09230769,46
264.98483230079,90.2722556230354,0.09230769,47
264.98483230079,90.2722556230354,0.1032967,62
264.98483230079,90.2722556230354,0.1032967,62
264.98483230079,90.2722556230354,0.1047619,62
264.98483230079,90.2722556230354,0.1047619,63
264.98483230079,90.2722556230354,0.1072039,78
264.98483230079,90.2722556230354,0.1072039,78
264.98483230079,90.2722556230354,0.1089133,78
264.98483230079,90.2722556230354,0.1089133,79
264.98483230079,90.2722556230354,0.1106227,93
264.98483230079,90.2722556230354,0.1106227,93
264.98483230079,90.2722556230354,0.1111111,93
264.98483230079,90.2722556230354,0.1159951,93
264.98483230079,90.2722556230354,0.1194139,93
264.98483230079,90.2722556230354,0.1111111,109
264.98483230079,90.2722556230354,0.1159951,109
264.98483230079,90.2722556230354,0.1194139,109
264.98483230079,90.2722556230354,0.1279609,124
264.98483230079,90.2722556230354,0.1279609,124
264.98483230079,90.2722556230354,0.1360195,124
264.98483230079,90.2722556230354,0.1360195,125
264.98483230079,90.2722556230354,0.1406593,140
264.98483230079,90.2722556230354,0.1445666,141
264.98483230079,90.2722556230354,0.146276,156
264.98483230079,90.2722556230354,0.146276,156
264.98483230079,90.2722556230354,0.1528694,156
264.98483230079,90.2722556230354,0.1528694,157
264.98483230079,90.3601489303262,0.1543346,171
264.98483230079,90.3601489303262,0.1577534,172
264.98483230079,90.3601489303262,0.1582418,187
264.98483230079,90.3601489303262,0.1582418,187
264.98483230079,90.3601489303262,0.1594628,187
264.98483230079,90.3601489303262,0.1628816,187
264.98483230079,90.3601489303262,0.1594628,188
264.98483230079,90.3601489303262,0.1628816,188
264.98483230079,89.4372692037721,0.1873016,203
264.98483230079,90.0525223548082,0.1794872,203
264.98483230079,90.3601489303262,0.1667888,203
264.98483230079,90.3601489303262,0.1667888,203
264.98483230079,90.3601489303262,0.1772894,203
264.98483230079,89.4372692037721,0.1873016,218
264.98483230079,90.0525223548082,0.1794872,218
264.98483230079,90.3601489303262,0.1772894,218
264.555131687368,87.7013763847774,0.1931624,234
264.98483230079,88.6901760917997,0.1875458,234
264.98483230079,88.6901760917997,0.1875458,234
264.555131687368,87.7013763847774,0.1931624,235
263.891048921171,86.558763389996,0.1931624,249
263.031647694327,85.4161503952147,0.1968254,250
261.000335703604,82.9990844447157,0.2002442,265
262.015991698965,84.2076174199652,0.1970696,265
262.015991698965,84.2076174199652,0.1970696,265
261.000335703604,82.9990844447157,0.2002442,266
258.734641560106,81.0214850306711,0.2083028,282
259.828424939726,81.9443647572253,0.2041514,282
256.312692648091,79.9667653431806,0.2188034,296
257.484603411969,80.3403118991668,0.2148962,296
257.484603411969,80.3403118991668,0.2148962,296
256.312692648091,79.9667653431806,0.2188034,297
253.69542527543,79.9008453627125,0.235409,312
255.023590807825,79.9008453627125,0.2319902,312
255.023590807825,79.9008453627125,0.2319902,312
253.69542527543,79.9008453627125,0.235409,313
250.804712057863,80.8896450697348,0.2361416,328
252.250068666646,80.0546586504715,0.2361416,328
252.250068666646,80.0546586504715,0.2361416,328
250.804712057863,80.8896450697348,0.2361416,329
249.203100680563,82.1640980254524,0.2344322,343
247.71868037965,83.68025757622,0.2319902,344
244.827967162084,87.7672963652455,0.228083,359
246.195196386608,85.5699636829737,0.2283272,359
246.195196386608,85.5699636829737,0.2283272,359
244.827967162084,87.7672963652455,0.228083,360
242.835718863491,93.0848414563433,0.2236874,374
243.734183782464,90.2722556230354,0.2241758,374
243.734183782464,90.2722556230354,0.2241758,374
242.835718863491,93.0848414563433,0.2236874,375
242.054445020905,100.204199346904,0.2253968,390
242.249763481552,96.2709738456374,0.2241758,390
242.249763481552,96.2709738456374,0.2241758,390
242.054445020905,100.204199346904,0.2253968,391
242.054445020905,105.214117862484,0.2253968,406
242.054445020905,105.214117862484,0.2253968,406
243.343546861171,111.124942777795,0.2253968,406
243.343546861171,111.124942777795,0.2253968,407
245.531113620411,117.189580980865,0.223199,421
245.531113620411,117.189580980865,0.223199,421
248.226508377331,122.704886013367,0.2222222,421
248.226508377331,122.704886013367,0.2222222,422
250.804712057863,126.967711416974,0.2217338,437
250.804712057863,126.967711416974,0.2217338,437
253.10946989349,129.75832392346,0.2188034,437
255.101718192084,131.801843317972,0.2185592,437
253.10946989349,129.75832392346,0.2188034,438
255.101718192084,131.801843317972,0.2185592,438
257.406476027711,133.55970946379,0.2185592,453
260.258125553148,135.361522263253,0.2185592,468
263.539475692007,137.185308389538,0.2185592,468
267.250526444288,139.009094515824,0.2234432,468
270.766258735923,140.305520798364,0.2234432,484
273.969481490524,141.052613910337,0.2236874,485
276.743003631703,141.426160466323,0.2241758,499
276.743003631703,141.426160466323,0.2241758,499
279.204016235847,141.426160466323,0.2275946,499
279.204016235847,141.426160466323,0.2275946,500
281.469710379345,141.426160466323,0.2322344,515
283.501022370067,140.459334086123,0.2344322,516
285.337015900143,138.943174535356,0.2446886,531
285.337015900143,138.943174535356,0.2446886,531
287.016754661702,137.11938840907,0.2505495,531
287.016754661702,137.11938840907,0.2505495,532
288.540238654744,134.922055726798,0.2581197,546
288.540238654744,134.922055726798,0.2581197,546
289.82934049501,132.483016449477,0.2583639,546
289.82934049501,132.483016449477,0.2583639,547
290.805932798242,130.000030518509,0.2612943,562
291.587206640828,127.648884548479,0.2615385,563
292.173162022767,125.297738578448,0.2615385,578
292.173162022767,125.297738578448,0.2615385,578
292.52473525193,123.012512588885,0.2615385,578
292.52473525193,123.012512588885,0.2615385,579
292.759117404706,120.595446638386,0.2620269,593
292.759117404706,120.595446638386,0.2620269,593
292.837244788964,117.936674092837,0.2608059,593
292.837244788964,117.936674092837,0.2608059,594
292.837244788964,111.872035889767,0.2639805,609
292.837244788964,115.058168279061,0.2632479,609
292.837244788964,115.058168279061,0.2632479,609
292.837244788964,111.872035889767,0.2639805,610
291.821588793603,105.214117862484,0.2647131,624
292.602862636189,108.532090212714,0.2654457,624
292.602862636189,108.532090212714,0.2654457,624
291.821588793603,105.214117862484,0.2647131,625
289.634022034364,98.7759331034272,0.2630037,640
290.805932798242,101.87417218543,0.2647131,640
290.805932798242,101.87417218543,0.2647131,640
289.634022034364,98.7759331034272,0.2630037,641
286.704245124668,92.4695883053072,0.2576313,656
287.446455275124,93.9198278756066,0.2576313,656
288.462111270486,96.0292672505875,0.2598291,656
288.462111270486,96.0292672505875,0.2598291,656
286.704245124668,92.4695883053072,0.2576313,657
287.446455275124,93.9198278756066,0.2576313,657
285.688589129307,91.4807885982848,0.2590965,671
285.844843897824,91.4807885982848,0.2566545,671
286.196417126988,91.6346018860439,0.2576313,671
286.196417126988,91.6346018860439,0.2576313,671
285.844843897824,91.4807885982848,0.2566545,672
285.688589129307,91.4807885982848,0.2590965,687
285.610461745048,92.24985503708,0.2566545,688
285.610461745048,94.6010010071108,0.2551893,703
285.610461745048,94.6010010071108,0.2551893,703
285.610461745048,98.6221198156682,0.2549451,703
285.610461745048,98.6221198156682,0.2549451,704
286.118289742729,104.225318155461,0.2547009,718
286.118289742729,104.225318155461,0.2547009,718
287.524582659383,110.44376964629,0.2547009,718
287.524582659383,110.44376964629,0.2547009,719
289.477767265847,116.354594561602,0.2581197,734
289.477767265847,116.354594561602,0.2581197,734
291.821588793603,121.584246345409,0.2612943,734
291.821588793603,121.584246345409,0.2612943,735
294.360728782006,125.891018402661,0.2683761,749
294.360728782006,125.891018402661,0.2683761,749
296.626422925504,129.384777367473,0.2700855,749
296.626422925504,129.384777367473,0.2700855,750
298.735862300485,132.197363200781,0.2761905,765
298.735862300485,132.197363200781,0.2761905,765
300.415601062044,134.306802575762,0.2776557,765
300.415601062044,134.306802575762,0.2776557,766
302.173467207862,136.130588702048,0.2808303,781
